incident_id,timestamp_epoch,datetime_iso,location_id,location_name,incident_type,severity,involved_track_ids,golongan_types,speed_kmh,location_description,title,description
ALT-0001,1789756753.494,2026-09-19 01:39:13.494,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,2,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#2),Sepeda motor #2 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0002,1789756757.107,2026-09-19 01:39:17.107,282,Perempatan Jl. Jendral Sudirman,MOTOR_JATUH,CRITICAL,6,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,KECELAKAAN: Sepeda Motor Terjatuh! (#6),Sepeda motor #6 terdeteksi terjatuh/rebah di badan jalan underpass.
ALT-0003,1789756757.107,2026-09-19 01:39:17.107,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,6,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#6),Sepeda motor #6 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0004,1789756763.500,2026-09-19 01:39:23.500,312,Underpass Unila Arah Rajabasa,KENDARAAN_BERHENTI,WARNING,1,Golongan I,0.0,Underpass Unila Arah Rajabasa,ANOMALI: Kendaraan Terhenti di Underpass (#1),Kendaraan #1 terdeteksi berhenti di dalam terowongan lajur cepat underpass.
ALT-0001,1789806559.175,2026-09-19 15:29:19.175,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,7,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#7),Sepeda motor #7 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0002,1789807190.042,2026-09-19 15:39:50.042,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,10,Golongan VI-A,0.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #10),Sepeda Motor (Taat Helm) #10 terhenti di jalur underpass selama 630.9 detik.
ALT-0003,1789807193.135,2026-09-19 15:39:53.134,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,10,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#10),Sepeda motor #10 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0004,1789807195.755,2026-09-19 15:39:55.754,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,38,Golongan VI-B,0.3,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#38),Sepeda motor #38 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0005,1789807195.755,2026-09-19 15:39:55.754,282,Perempatan Jl. Jendral Sudirman,PELANGGARAN_HELM,WARNING,28,Golongan VI-B,0.0,Perempatan Jl. Jendral Sudirman,ETLE: Pengendara Motor Tanpa Helm (#28),Sepeda motor #28 terdeteksi melanggar aturan lalu lintas (tidak mengenakan helm keselamatan SNI).
ALT-0006,1789807196.263,2026-09-19 15:39:56.262,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,17,Golongan VI-A,1.4,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #17),Sepeda Motor (Taat Helm) #17 terhenti di jalur underpass selama 3.1 detik.
ALT-0007,1789807196.263,2026-09-19 15:39:56.262,282,Perempatan Jl. Jendral Sudirman,KENDARAAN_BERHENTI,WARNING,7,Golongan VI-A,2.0,Perempatan Jl. Jendral Sudirman,Kendaraan Berhenti di Underpass (Sepeda Motor (Taat Helm) #7),Sepeda Motor (Taat Helm) #7 terhenti di jalur underpass selama 3.1 detik.
